Mproj/Mtarg  Mtarg[kg]     Mproj[kg]     vimp/vesc   theta  Eimp[J]     Mmelt[kg]      Mscf[kg]     Mvap[kg]     Mscf_atmo[kg]  Matmo[kg]     Mdisk[kg]
0.0061,      5.9127e+24,   3.5834e+22,   2.0,        45,    7.240e+30,  4.00311e+23,   4.054e+22,   3.791e+21,   2.639e+22,     3.01919e+22,  1.076e+21,
0.0061,      5.9127e+24,   3.5834e+22,   2.0,        60,    7.240e+30,  6.98844e+22,   7.744e+21,   3.806e+19,   3.929e+21,     3.98143e+21,  2.389e+20,
0.0121,      5.9127e+24,   7.1669e+22,   1.1,        00,    4.226e+30,  4.582e+23,     2.712e+22,   2.456e+21,   1.197e+22,     1.4426e+22,   7.769e+19,
0.0121,      5.9127e+24,   7.1669e+22,   1.1,        30,    4.226e+30,  4.05016e+23,   4.808e+22,   4.755e+21,   3.017e+22,     3.49407e+22,  7.477e+20,
0.0121,      5.9127e+24,   7.1669e+22,   1.1,        45,    4.226e+30,  3.55806e+23,   4.388e+22,   1.059e+21,   2.572e+22,     2.67852e+22,  1.186e+21,
0.0121,      5.9127e+24,   7.1669e+22,   1.1,        60,    4.226e+30,  1.66181e+23,   1.313e+22,   1.375e+20,   8.654e+21,     8.87241e+21,  1.481e+21,
0.0121,      5.9127e+24,   7.1669e+22,   1.5,        00,    7.858e+30,  7.315e+23,     7.136e+22,   1.18e+22,    2.26e+22,      3.44e+22,     7.351e+20,
0.0121,      5.9127e+24,   7.1669e+22,   1.5,        30,    7.858e+30,  6.21812e+23,   8.051e+22,   1.309e+22,   4.389e+22,     5.69922e+22,  1.778e+21,
0.0121,      5.9127e+24,   7.1669e+22,   1.5,        45,    7.858e+30,  4.47759e+23,   5.042e+22,   3.713e+21,   3.177e+22,     3.55423e+22,  1.682e+21,
0.0121,      5.9127e+24,   7.1669e+22,   1.5,        60,    7.858e+30,  1.21519e+23,   1.159e+22,   9.206e+19,   6.324e+21,     6.43505e+21,  6.305e+20,
0.0121,      5.9127e+24,   7.1669e+22,   2.0,        00,    1.397e+31,  1.128e+24,     1.62e+23,    2.814e+22,   6.478e+22,     9.292e+22,    2.119e+21,
0.0121,      5.9127e+24,   7.1669e+22,   2.0,        30,    1.397e+31,  8.65931e+23,   1.58e+23,    1.963e+22,   7.23e+22,      9.1961e+22,   5.557e+21,
0.0121,      5.9127e+24,   7.1669e+22,   2.0,        45,    1.397e+31,  5.87352e+23,   6.633e+22,   7.737e+21,   3.678e+22,     4.45692e+22,  2.004e+21,
0.0121,      5.9127e+24,   7.1669e+22,   2.0,        60,    1.397e+31,  1.12405e+23,   1.273e+22,   5.132e+19,   7.479e+21,     7.53529e+21,  2.961e+20
